"","ID2003_d","X","Area2003","elev_MEAN.2003","ovslp_MEAN.2003","dstrds00_MEAN.2003","dstrds16_MEAN.2003","mdvp.2003","PAs_MEAN.2003","prmforlag_MEAN.2003","dstrds.2003","pop.2003_pds","pop.2003","AreaNonFor_3km","AreaFor_3km","VCA","HKDII","AreaConc","year","dstrds","HKD","KSNP_AreaForLoss_Ha2","nonKSNP_AreaForLoss_Ha","All_AreaForLoss_Ha","KSNP_AreaForLoss_Ha2_trunc","All_AreaForLoss_Ha_trunc","nonKSNP_AreaForLoss_Ha_trunc","pop.2003_pds_imp","mdvp.2003_imp","Area2003_z","elev_MEAN.2003_z","ovslp_MEAN.2003_z","dstrds00_MEAN.2003_z","PAs_MEAN.2003_z","prmforlag_MEAN.2003_z","AreaNonFor_3km_z","AreaFor_3km_z","AreaConc_z","pop.2003_pds_z","All_AreaForLoss_Ha_trunc_z","ps03.1","distance","weights","subclass"
"X98",1501080031,98,27842472,1332.428,0.9119558,6413.022,1979.56019477175,0.7222222,0.2314878,0.232619,5581.7479115197,888,55.176455959197,1218.06,37.89,0,0,0,2003,5581.7479115197,0,0,5.4,5.4,0,9.81,9.81,888,0.7222222,-0.504258084234964,0.826645670198966,0.893677528545909,0.274466263136065,-0.898092636109929,-0.635996270698978,0.134495641869584,-0.469618361735597,-0.212619414964987,-0.409998381024806,-0.299297700518875,0.12994088183141,0.158031533957452,0.137762237762238,29
"X99",1501080032,99,33060010,1256.015,0.8929903,5996.001,2894.76745252534,0.5,0.455669,0.5060841,5414.5197098485,946,55.1774700886494,746.37,229.77,1,1,0,2003,5414.5197098485,249998736,0,3.42,3.42,1.17,11.25,10.08,946,0.5,-0.466492809229382,0.665027262186573,0.805234067210844,0.159044024699233,-0.132470889868366,0.243545989115257,-0.237877084015062,-0.33459820052571,-0.212619414964987,-0.399319505813457,-0.295423487319261,0.16795678111666,0.18911202134228,1,44
"X100",1501080035,100,49693187,1796.042,0.8247962,9451.357,6539.25998918989,0.5,0.9342329,0.7312262,8905.3388104731,851,54.7662362308826,326.34,0,0,0,0,2003,8905.3388104731,0,0.27,0,0.27,5.94,7.65,1.71,851,0.5,-0.346099531092926,1.80721908849503,0.487218605101776,1.11541054848614,1.50191651106522,0.96766760980222,-0.569467145397172,-0.49628041045481,-0.212619414964987,-0.416810766935494,-0.305109020318297,0.136133483110364,0.112569674799905,0.223863636363636,37
"X101",1501080036,101,64292047,1633.223,0.8319777,11523.2,10451.4985033087,0.5,0.852109,0.8598368,11322.2559693704,1471,55.045230662028,624.69,326.7,0,0,2.865817995025,2003,11322.2559693704,0,1.08,3.15,4.23,8.46,20.7,12.24,1471,0.5,-0.240430925963842,1.46284643496527,0.520708717019615,1.68885111083116,1.22144765941233,1.38131621710189,-0.333936600404308,-0.266391486818839,-0.199206370205645,-0.302657273296932,-0.269998963196792,0.142228996460645,0.140627187271588,1.79090909090909,21
"X102",1501080037,102,110149794,1360.923,0.6260295,13979.34,7616.8953058638,0.3888889,0.6326807,0.60646,12786.3816198495,1368,55.0419231010206,3339.54,706.14,0,0,20.0066447714625,2003,12786.3816198495,0,7.74,42.12,49.86,59.31,194.85,135.54,1368,0.3888889,0.0914939065129719,0.88691442729937,-0.439707389264225,2.36865662833325,0.472057977223021,0.566383696438377,1.80928478412352,0.000608982065251947,-0.118981220819466,-0.321621482723984,0.198538695631567,0.188747358352504,0.211570414124927,0.716363636363636,5
"X103",1501090001,103,12124310,1311.716,0.8186609,2871.405,1350.88549966654,0.2777778,0.1791122,0.1700564,2586.30759368748,1613,55.1780232111613,809.19,15.39,0,0,0,2003,2586.30759368748,0,0,1.26,1.26,0,2.7,2.7,1613,0.2777778,-0.618028354909043,0.782838458510475,0.458607328397812,-0.705775407729284,-1.07696534413562,-0.837215550906413,-0.188284227180968,-0.485450932233942,-0.212619414964987,-0.276512440882939,-0.318426628191971,0.130540525624898,0.157429128408338,0.137762237762238,29
"X104",1501090003,104,29372873,1501.689,0.4973965,2736.946,5569.34772077737,0.2222222,0.7352671,0.2776893,3268.02132264576,1088,55.1782680184501,762.75,9.18,0,0,0,2003,3268.02132264576,0,0.18,0.36,0.54,4.23,5.58,1.35,1088,0.2222222,-0.493180826219053,1.18464356792037,-1.03957281658823,-0.74299070086315,0.822410186545817,-0.491037248459923,-0.224945995270355,-0.489820721691485,-0.212619414964987,-0.373174673399463,-0.310678201792742,0.204680013558206,0.151442914201437,0.137762237762238,29
"X105",1501090004,105,21355516,1472.007,0.3177011,1947.129,3519.8016146719,0.2777778,0.7511903,0.2109721,2242.00511525098,3550,55.1788605068041,529.11,0.18,0,0,0,2003,2242.00511525098,0,0.72,0.54,1.26,1.44,3.06,1.62,3550,0.2777778,-0.551211585539432,1.1218642295012,-1.87756196330142,-0.961594670676334,0.876790965084578,-0.705618914846157,-0.409391634727814,-0.496153749890823,-0.212619414964987,0.0801251674685046,-0.317458074892067,0.177055289551061,0.121398565776167,0.596969696969697,17
"X106",1501090008,106,24328861,1392.883,0.8863653,3451.514,3305.15646448349,0.2222222,0.6225494,0.4619738,3424.07196209065,1600,55.1785654703776,919.17,0,0,0,0,2003,3424.07196209065,0,1.08,0.0899999999999999,1.17,5.76,8.28,2.52,1600,0.2222222,-0.529690095593125,0.954511882183697,0.774339130017266,-0.5452139987898,0.437457646786316,0.101674602444403,-0.101461202752226,-0.49628041045481,-0.212619414964987,-0.278905981878586,-0.303414052043465,0.245659571658918,0.226954697853277,0.895454545454546,47
"X107",1501090012,107,19329886,1413.492,0.7647607,5737.355,5559.58011097161,0.05555556,0.7451108,0.5249115,5704.02220830718,1200,55.1791567595109,484.11,12.87,0,0,0,2003,5704.02220830718,0,0,0.09,0.09,3.51,3.87,0.36,1200,0.05555556,-0.56587338081712,0.998101242249751,0.207249850100259,0.0874565020499347,0.856028307884618,0.30410031192437,-0.444916603806677,-0.487224180129756,-0.212619414964987,-0.352553397129272,-0.315278829967284,0.184666512629904,0.157571018431996,0.137762237762238,29
"X108",1501090017,108,8811995,1457.191,0.3301001,1933.376,2278.14053749488,0.2222222,0.5027568,0.1845007,1998.01935078029,564,55.1793107466264,437.67,0,0,0,0,2003,1998.01935078029,0,0.09,0.18,0.27,1.17,5.22,4.05,564,0.2222222,-0.642003357463909,1.09052743689901,-1.81974063103528,-0.965401198513593,0.0283429681298673,-0.790758535867072,-0.481578371896064,-0.49628041045481,-0.212619414964987,-0.469652787377861,-0.311646755092646,0.132407339067668,0.116068497747453,0.223863636363636,37
"X109",1501090018,109,5812458,1435.866,0.3071561,2327.707,1743.48144075259,0.1666667,0.473513,0.1042441,2218.16470764111,943,55.1795722961426,289.17,0,0,0,0,2003,2218.16470764111,0,0.45,0,0.45,1.35,1.44,0.09,943,0.1666667,-0.663714428795717,1.04542369079737,-1.9267373765401,-0.856259052902138,-0.0715302113461057,-1.04888679914091,-0.598810769856313,-0.49628041045481,-0.212619414964987,-0.399871861427837,-0.321816564741633,0.107514307638293,0.0918024619451384,0.255844155844156,20
"X110",1501090019,110,4352247,1398.249,0.09282613,2259.806,1501.73517053003,0.05555556,0.5546827,0,2117.66771947438,1156,55.1797915649414,193.5,0,0,0,0,2003,2117.66771947438,0,0,0,0,0.81,1.53,0.72,1156,0.05555556,-0.674283641704407,0.965861317193374,-2.92624091795164,-0.87505255589623,0.205679864502823,-1.38416574803165,-0.674336854117976,-0.49628041045481,-0.212619414964987,-0.360654612806847,-0.321574426416657,0.0982530059762029,0.0711951250364894,0.255844155844156,20
"X111",1501090020,111,6309724,1401.272,0,3022.924,1114.43511555475,0.1111111,0.3717382,0,2665.08233416652,871,55.1801030840193,395.73,0,0,0,0,2003,2665.08233416652,0,0,0,0,0,1.17,1.17,871,0.1111111,-0.660115147441001,0.972255156558685,-3.35912506229472,-0.663838281911375,-0.419110651183995,-1.38416574803165,-0.514687643077564,-0.49628041045481,-0.212619414964987,-0.41312839617296,-0.322542979716561,0.0821099076082813,0.0739702562516086,0.255844155844156,20
"X112",1501090021,112,8080173,1725.879,0.5789591,7335.75,2526.54751682568,0.2777778,0.2981166,0.3581857,6434.02453440482,746,55.1811308288574,510.75,55.8,1,1,0,2003,6434.02453440482,249999025,0,0.27,0.27,0,1.26,1.26,746,0.2777778,-0.647300388187046,1.65881983232955,-0.659214868762579,0.529857073738748,-0.670542519481149,-0.232137719551442,-0.42388582211199,-0.457015635618914,-0.212619414964987,-0.436143213438799,-0.322300841391585,0.067909001138829,0.0881990115512861,1,20
"X113",1501090022,113,16973890,2046.472,0.7198219,8069.499,3689.24857245106,0.05555556,0.5538356,0.4581456,7248.20204483457,1075,55.1810496280068,744.39,14.31,0,0,0,2003,7248.20204483457,0,0.27,0.27,0.54,2.34,4.41,2.07,1075,0.05555556,-0.582926411739377,2.33689464001825,-0.00231715420989396,0.732942654634644,0.202786855716889,0.0893620123587907,-0.239440182654532,-0.486210895617862,-0.212619414964987,-0.375568214395111,-0.313826000017429,0.088304679811868,0.0939106577404756,0.255844155844156,20
"X114",1501090023,114,11792125,2105.638,0.6001068,7569.27,3414.59996509421,0.1111111,0.5544789,0.4040897,6790.26936845517,1057,55.1806690979004,522.9,0,0,0,0,2003,6790.26936845517,0,0,0,0,3.69,4.68,0.99,1057,0.1111111,-0.620432756731843,2.46203453412608,-0.560594964869955,0.594490272354091,0.204983848459176,-0.0844972787986268,-0.414294080460697,-0.49628041045481,-0.212619414964987,-0.378882348081392,-0.313099585042501,0.0715729565438736,0.0736537627185729,0.255844155844156,20
"X115",1501090024,115,12964786,2008.396,0.6306069,7657.826,3297.08688621113,0.05555556,0.5848493,0.4986807,6840.18741616459,1389,55.1805688476563,387.9,0,0,0,0,2003,6840.18741616459,0,0.54,0,0.54,7.92,8.19,0.27,1389,0.05555556,-0.611944871228504,2.25636145190262,-0.418361202772167,0.619000624943079,0.308704582767203,0.219734529567736,-0.520868987697287,-0.49628041045481,-0.212619414964987,-0.317754993423323,-0.303656190368441,0.0768551756702932,0.0809211772214941,1.79090909090909,13
"X116",1501090025,116,14729238,1833.565,0.4375573,6753.048,2569.7953317079,0.2222222,0.4388397,0.3237863,5968.68812469523,2195,55.1804241404814,687.6,0,0,0,0,2003,5968.68812469523,0,1.62,1.17,2.79,2.7,21.6,18.9,2195,0.2222222,-0.599173519105309,1.88658264605525,-1.31862614877147,0.36857797944465,-0.189946173496177,-0.342776064306417,-0.284272693632057,-0.49628041045481,-0.212619414964987,-0.169355451693192,-0.267577579947033,0.0720456324047437,0.0789458569645782,0.255844155844156,20
"X117",1501090026,117,50514046,2088.211,0.7836884,9681.158,7766.70323779027,0.2777778,0.8697178,0.7320958,9322.19773208567,1104,55.1607299943404,642.06,0,0,0,0,2003,9322.19773208567,0,2.79,0,2.79,15.21,15.66,0.450000000000001,1104,0.2777778,-0.34015803802171,2.42517530864832,0.295517035416317,1.1790144097186,1.28158508487538,0.970464493021082,-0.320223962339867,-0.49628041045481,-0.212619414964987,-0.370228776789436,-0.283558709395442,0.118434939657428,0.107963388114766,0.223863636363636,37
"X118",1501090028,118,35143517,1798.222,0.6593249,8591.195,7040.34646451106,0.3333333,0.6459817,0.6555089,8300.41089959582,1340,55.1803391411191,1020.69,78.03,0,0,0,2003,8300.41089959582,0,0,1.35,1.35,1.17,14.31,13.14,1340,0.3333333,-0.451412092072927,1.81182992865924,-0.284438062194783,0.877336630246283,0.5174834404053,0.724139038335395,-0.0213168725103107,-0.441373055966549,-0.212619414964987,-0.326776801791532,-0.28719078427008,0.141480027996266,0.153037378640823,0.137762237762238,29
"X119",1501090029,119,25416228,1517.757,0.7369763,7657.966,6943.05268559573,0.1111111,0.6646953,0.5593725,7523.9197535492,1460,55.1797443521434,832.23,23.22,1,1,0,2003,7523.9197535492,249997274,0.18,0.9,1.08,7.29,10.71,3.42,1460,0.1111111,-0.521819580076612,1.21862842102054,0.0776804473891271,0.619039373863112,0.581393969524005,0.414936779961639,-0.17009544301259,-0.479941197700518,-0.212619414964987,-0.304682577216326,-0.296876317269116,0.160427866077662,0.155327216762999,1,29
"X120",1501090030,120,10588143,1508.45,0.2767151,6192.429,1658.4312207333,0.2777778,0.1581229,0.08875287,5342.30441638749,1104,55.1808907826742,862.92,28.53,0,0,0,2003,5342.30441638749,0,0,0,0,0,1.17,1.17,1104,0.2777778,-0.629147348045173,1.19894351762228,-2.06869553248119,0.213410973729786,-1.14864782472895,-1.09871104158173,-0.145867414100806,-0.476204711062908,-0.212619414964987,-0.370228776789436,-0.322542979716561,0.0676357863577032,0.0846140321107552,0.255844155844156,20
"X121",1501090031,121,3527173,1401.325,0,6453.138,1096.84060002664,0.05555556,0.3277139,0,5448.832237505,1150,55.1811123657227,236.97,0,0,0,0,2003,5448.832237505,0,0,0.09,0.09,0,0.9,0.9,1150,0.05555556,-0.680255643539363,0.972367254966347,-3.35912506229472,0.285569489393573,-0.569462069782265,-1.38416574803165,-0.640019733987794,-0.49628041045481,-0.212619414964987,-0.361759324035607,-0.323269394691489,0.0489146820237327,0.0472341954367017,0.358181818181818,38
"X122",1501090032,122,3515337,1394.054,0.002303558,6758.793,1103.0892791377,0.1111111,0.4904018,0,5698.34855233832,720,55.1808908462524,180.27,0,0,0,0,2003,5698.34855233832,0,0.27,0.18,0.45,0.45,1.08,0.63,720,0.1111111,-0.680341314174626,0.956988622473733,-3.34838268044842,0.370168069056011,-0.0138517238193885,-1.38416574803165,-0.684781195027162,-0.49628041045481,-0.212619414964987,-0.440930295430094,-0.322785118041537,0.0559447258446776,0.0446233787347789,0.358181818181818,38
"X123",1501090033,123,5419063,1435.38,0.289819,9132.445,878.044714430483,0.2222222,0.3283508,0.00431822,7584.74494645572,2308,55.1816384887695,362.52,0,1,0,0,2003,7584.74494645572,114253800,0,0.09,0.09,0.81,2.07,1.26,2308,0.2222222,-0.666561877220783,1.04439576954976,-2.00758697889765,1.02714272287456,-0.567286934266079,-1.3702771129657,-0.540905070257766,-0.49628041045481,-0.212619414964987,-0.148550056884873,-0.320121596466802,0.0415020150971314,0.0405335498043517,1,38
"X124",1501090034,124,15263113,1872.108,0.7696116,11796.18,3599.84487261714,0.05555556,0.8316732,0.6318736,10259.3671636157,1021,52.0066537857056,254.43,0,0,0,0,2003,10259.3671636157,0,0.27,0.27,0.54,6.03,6.84,0.81,1021,0.05555556,-0.595309256651714,1.96810356919689,0.229871472867402,1.76440596933585,1.15165548735757,0.64812112901758,-0.626236045985195,-0.49628041045481,-0.212619414964987,-0.385510615453953,-0.30728826524308,0.0791894018787854,0.0695037253044508,0.255844155844156,20
"X125",1501090038,125,7655059,1455.239,0.2176623,7402.997,1508.88664935158,0.2777778,0.09101599,0.02634055,6297.85130925342,918,55.1812524795532,669.69,25.74,0,0,0,2003,6297.85130925342,0,0,0,0,0,2.07,2.07,918,0.2777778,-0.650377423202167,1.08639883139418,-2.34408157732721,0.548469563920685,-1.3778307786032,-1.29944697817126,-0.298411631325445,-0.478167949804703,-0.212619414964987,-0.404474824881005,-0.320121596466802,0.0465591724368576,0.0609436069147022,0.358181818181818,38
"X126",1501090039,126,23491281,1798.004,0.8177778,9754.444,3419.09162463046,0.2777778,0.8939847,0.4918774,8566.56542961821,1422,52.186669254303,245.25,0,0,0,0,2003,8566.56542961821,0,1.26,0,1.26,7.65,9,1.35,1422,0.2777778,-0.535752617617723,1.81136884464282,0.454489091562243,1.19929836224397,1.36446119738557,0.197853163879046,-0.633483139677283,-0.49628041045481,-0.212619414964987,-0.311679081665141,-0.301476945443658,0.0962474910143029,0.0701039613697347,0.255844155844156,20
"X127",1502010001,127,140601189,1423.551,0.9401025,17771.25,5881.87773401309,0.4444444,0.9900779,1,15541.9927001275,349,48.0284383831602,0,147.69,0,0,0,2003,15541.9927001275,0,0,0,0,0.18,0.18,0,349,0.4444444,0.31190539301841,1.01937667399823,1.02493647627519,3.41817389521192,1.69263788475249,1.83212130217781,-0.827094221157088,-0.392355417703673,-0.212619414964987,-0.509238273075104,-0.325206501291296,0.0889154083202478,0.0836311798383521,0.255844155844156,20
"X128",1502010002,128,172529482,1197.978,0.8831321,11475.81,10279.9177937208,0.7777778,0.003959415,0.8383682,11251.5802113226,1075,31.2049233843933,0,2101.05,0,0,194.107528651887,2003,11251.5802113226,0,0,10.17,10.17,0,90.54,90.54,1075,0.7777778,0.543006875289129,0.542275275668373,0.759261467989451,1.67573460139993,-1.67514566037433,1.31226703693576,-0.827094221157088,0.982165022680653,0.695872671571121,-0.375568214395111,-0.0820996230154964,0.168776983190054,0.330800649407936,0.895454545454546,22
"X129",1502010010,129,93201613,1487.929,0.9249035,7457.987,7154.76017511596,0.4444444,0.008494208,0.8021139,7401.13197033424,681,34.2937882621333,0,1959.48,0,0,29.7715077426062,2003,7401.13197033424,0,0,1.62,1.62,0,34.74,34.74,681,0.4444444,-0.0311794149481047,1.15554028321423,0.954057661119688,0.563689586153718,-1.65965847351163,1.19566280133135,-0.827094221157088,0.882546489105066,-0.0732781983916066,-0.448110918417036,-0.232225384500552,0.0713007661674862,0.164050611338983,0.137762237762238,29
"X130",1502010012,130,87806219,1622.63,0.6733585,6439.248,4583.41167115768,0.7777778,0.1567178,0.5364701,6091.27868834206,658,34.2166181078144,72.54,3088.17,0,0,30.110947650575,2003,6091.27868834206,0,0,17.64,17.64,0,148.05,148.05,658,0.7777778,-0.0702320367351368,1.44044155888299,-0.218993957953304,0.281725042970281,-1.15344651041554,0.341276087422921,-0.769827971001961,1.67677155558405,-0.071689499218597,-0.45234564479395,0.0726267666441011,0.03490823530838,0.0624279392336372,0.358181818181818,38
"X131",1502010014,131,57404309,1368.877,0.7923862,4153.237,4441.51521828154,0.3888889,0.5503584,0.5172149,4207.28916592779,871,34.1450178482953,32.22,269.46,0,0,0,2003,4207.28916592779,0,0.45,4.23,4.68,3.96,48.33,44.37,871,0.3888889,-0.290285343839936,0.903737648705813,0.33607824065742,-0.350992510129495,0.190911551561004,0.279345837013729,-0.801658343296622,-0.306669546166629,-0.212619414964987,-0.41312839617296,-0.195662497429192,0.11001095164303,0.114524270160148,0.223863636363636,37
"X132",1502010015,132,126653604,1630.471,0.8656984,5362.188,5739.61457276167,0.1666667,0.4246845,0.8231269,5432.95548239281,1846,34.2387267252604,945.63,3760.83,0,0,1.34727771255,2003,5432.95548239281,0,0,0.63,0.63,0,22.32,22.32,1846,0.1666667,0.210950808080316,1.45702577802404,0.677961382472216,-0.0163814699649783,-0.238288893324595,1.2632466411174,-0.0805725209338548,2.15010208320257,-0.206313677373462,-0.233612821499415,-0.265640473347226,0.187043388511493,0.265676889098567,3.58181818181818,31
"X133",1502010016,133,26480307,1270.865,0.747289,1255.667,1392.930122057,0.3888889,0.06611823,0.3462964,1281.40383538569,866,34.2139991521835,995.31,735.39,1,1,0,2003,1281.40383538569,249982666,0,0.9,0.9,0,7.11,7.11,866,0.3888889,-0.514117626384533,0.696435966974816,0.125772555886668,-1.15297614027621,-1.46286139887245,-0.270377121177497,-0.0413529550707897,0.0211913237131005,-0.212619414964987,-0.414048988863594,-0.306561850268152,0.173133607565488,0.253735346371294,1,45
"X134",1502010017,134,77609282,1296.294,0.5108081,2435.553,1455.18386675593,0.3888889,0.2413605,0.3543812,2251.73378751674,2249,34.0224408653345,2894.31,1892.7,1,1,4.168588559425,2003,2251.73378751674,249993540,0,0.81,0.81,6.3,59.49,53.19,2249,0.3888889,-0.144038903119166,0.750219936945203,-0.977029338902886,-0.826409652688579,-0.864375474215358,-0.244374083633964,1.45780074005724,0.835555419865978,-0.193108941854722,-0.159413050634349,-0.165637345132181,0.367425666803494,0.443799073140295,1,46
"X135",1502010018,135,52274432,1596.181,0.6346465,5452.093,2017.78086377001,0.5555556,0.6149489,0.8047798,4808.15947445688,403,34.2169363276164,824.04,1186.38,1,1,0.2665996032,2003,4808.15947445688,249896096,0,5.94,5.94,0,30.78,30.78,403,0.5555556,-0.327416116179267,1.38450022333119,-0.399522985672216,0.0085022561463288,0.411500483195841,1.20423710097851,-0.176560987384943,0.338539366781929,-0.211371634255691,-0.499295872016262,-0.242879470799491,0.193798680198232,0.229246127449486,1,47
"X136",1502010019,136,99149290,1353.17,0.8248248,2324.917,4129.00837206093,0.7777778,0.9289332,0.9078919,2663.18413226143,117,34.2132580066549,611.01,91.35,0,0,0,2003,2663.18413226143,0,0,0.99,0.99,0.63,14.31,13.68,117,0.7777778,0.011870708989541,0.870516333816323,0.487351977962717,-0.857031263522799,1.48381702025798,1.53587521292841,-0.344736191004282,-0.432000174231529,-0.212619414964987,-0.551953773920502,-0.28719078427008,0.401540024840329,0.364731885596707,3.58181818181818,36
"X137",1502010020,137,69882033,1296.82,0.8723133,2498.025,2947.96497914441,0.6111111,0.7655021,0.8007495,2582.38874608958,328,32.8578899848892,880.92,765.27,1,1,0,2003,2582.38874608958,242749430,0.09,0.18,0.27,1.62,4.95,3.33,328,0.6111111,-0.199969819869865,0.751332460764638,0.708809219459657,-0.809118777457773,0.92566850391415,1.19127449928005,-0.13165742646926,0.0422169773349028,-0.212619414964987,-0.513104762375766,-0.312373170067573,0.393790467335856,0.384244708785294,1,48
"X138",1502010021,138,208019927,1296.595,0.9268164,4629.899,4590.16476666525,0.6111111,0.965989,0.8716356,4622.44883124973,215,34.1928890132904,684.45,23.04,0,0,0,2003,4622.44883124973,0,11.07,3.96,15.03,33.75,47.88,14.13,215,0.6111111,0.799891715513673,0.75085657129815,0.962978253626495,-0.219062954980528,1.61036967634323,1.4192645447499,-0.286759441467577,-0.480067858264504,-0.212619414964987,-0.533910157184084,-0.196873189054071,0.325871333206432,0.28167584610642,3.58181818181818,40
"X139",1502010022,139,223834287,992.2898,0.916284,4354.11,4455.79760113902,0.7777778,0.9679435,0.9517826,4373.17642521357,315,34.2413798606757,315.72,401.85,0,0,0,2003,4373.17642521357,0,1.35,0.54,1.89,11.7,14.76,3.06,315,0.7777778,0.914358280862556,0.107231507841764,0.913861599060814,-0.295395282887889,1.61704466828291,1.67704030296304,-0.577851038099783,-0.213510701354367,-0.212619414964987,-0.515498303371413,-0.285980092645201,0.3864576177267,0.341936034287079,1.79090909090909,6
"X140",1502020001,140,222429129,1168.363,0.6607779,6603.991,6086.14328569102,0.5555556,0.7358248,0.6206669,6506.89455356707,1707,34.2202437731079,3625.47,2242.08,0,0,95.4123650666062,2003,6506.89455356707,0,62.46,98.01,160.47,209.97,742.41,532.44,1707,0.5555556,0.904187549322835,0.479637646557004,-0.277662161252553,0.327322281063324,0.824314838889006,0.612077164931998,2.03501043765061,1.08140357456428,0.23394429754387,-0.259205298299028,1.67170826478492,0.0619639524540568,0.0692639421952267,0.255844155844156,20
"X141",1502020002,141,75101763,1331.825,0.7181309,6215.534,6080.06845450453,0.6111111,0.5384754,0.5331544,6190.1342102196,656,34.2189717997675,2548.71,830.25,0,0,24.165869789325,2003,6190.1342102196,0,1.26,10.89,12.15,9.54,77.94,68.4,656,0.6111111,-0.16218867885951,0.825370286428777,-0.0102029411977189,0.219805929425261,0.150328830036682,0.330611844450542,1.18496897753157,0.0879414409341234,-0.0995145724050827,-0.452713881870204,-0.115998988512122,0.372444279503737,0.395188809900358,0.895454545454546,34
"X142",1502020003,142,76716687,1183.739,0.6518343,3054.822,2715.08211645523,0.3888889,0.222462,0.249437,2991.12077183535,2117,34.2196897073226,1981.35,485.91,0,0,17.2718031194625,2003,2991.12077183535,0,0,28.35,28.35,0,276.75,276.75,2117,0.3888889,-0.150499631463379,0.512158875164683,-0.319369626955872,-0.655009617259815,-0.928917472256881,-0.581904755088555,0.737070167385263,-0.15436021797255,-0.131781249834452,-0.183716697667075,0.418884571359632,0.0815533824466026,0.109043670275583,0.223863636363636,37
"X143",1502020004,143,228465000,590.8993,0.7492309,10285.28,5814.63803167096,0.6666667,0.4393285,0.8068477,9447.03463093831,223,34.2227540633258,6.3,4321.26,0,0,22.51950946875,2003,9447.03463093831,0,0.27,0.9,1.17,3.6,76.95,73.35,223,0.6666667,0.947876033855811,-0.741735207262975,0.134828386609115,1.34622208877778,-0.188276827852729,1.21088806096963,-0.822120725486048,2.54445974917535,-0.107220122690625,-0.53243720887907,-0.118662510086857,0.112427830677237,0.156056230293157,0.137762237762238,29
"X144",1502050001,144,54158903,790.6982,0.9501604,4486.369,9956.53043440767,0.2777778,0.8674322,0.8816745,5512.02426895144,467,36.5074099222819,437.49,90.09,1,0,0.02437150635,2003,5512.02426895144,124998225,0,2.79,2.79,0,5.85,5.85,467,0.2777778,-0.313776049627755,-0.319147687591881,1.0718403538298,-0.258788901354544,1.27377932300414,1.45155252881825,-0.481720471772379,-0.432886798179436,-0.212505347670381,-0.487512285576152,-0.309951786817814,0.405931519788761,0.372754449807195,1,2
"X145",1502050002,145,37223032,547.2197,0.8958872,913.3034,4420.68118296795,0.2222222,0.6812302,0.8196523,1570.93673430649,479,36.3501590817474,533.16,631.35,1,1,0,2003,1570.93673430649,249958763,0,1.98,1.98,1.17,5.4,4.23,479,0.2222222,-0.4363602695748,-0.834120369664898,0.818743432275912,-1.24773485283815,0.63786382075118,1.25207133013275,-0.406194387510716,-0.0520184822712471,-0.212619414964987,-0.485302863118632,-0.311162478442694,0.488460778760235,0.489602599820645,1,1
"X146",1502050004,146,92912461,451.3463,0.8288473,5403.009,1801.69595731441,0.3333333,0.7161564,0.7693395,4727.76280449645,441,34.7630642081207,1083.15,1304.28,0,0,0,2003,4727.76280449645,0,0,2.25,2.25,5.85,18.81,12.96,441,0.3333333,-0.0332723378551183,-1.03689877489353,0.506110451149308,-0.00508311521730387,0.75714348485139,1.09025092303297,0.0279917845711516,0.421502036193257,-0.212619414964987,-0.492299367567447,-0.275083868021285,0.448653670223027,0.437839371352689,3.58181818181818,10
"X147",1502050005,147,73251981,507.981,0.7789167,8891.435,4075.69151735833,0.3888889,0.6618856,0.9217335,7988.48309700469,640,34.2242418335705,0,989.82,0,0,0,2003,7988.48309700469,0,0,0.27,0.27,0.81,2.07,1.26,640,0.3888889,-0.175577661542602,-0.917112743036914,0.273264752879472,0.960436457037439,0.571798305746601,1.58039377176259,-0.827094221157088,0.200226030908387,-0.212619414964987,-0.455659778480231,-0.320121596466802,0.226456110412858,0.254867117808453,7.16363636363636,3
"X148",1502050007,148,66631426,801.1323,0.957264,5220.514,11439.2003476749,0.2222222,0.8104841,0.8766411,6386.51769018905,987,34.2278002652255,67.95,406.26,0,0,0.5626191032875,2003,6386.51769018905,0,0,1.71,1.71,0,6.66,6.66,987,0.2222222,-0.223498171228317,-0.297078895226157,1.10496718792011,-0.0555937163705544,1.07929065148691,1.43536366957972,-0.773451517848005,-0.210407517536691,-0.209986157993345,-0.391770645750261,-0.307772541893031,0.308042590551333,0.293379816950113,0.447727272727273,12
"X149",1502050008,149,76939535,735.1192,0.9539899,4966.805,8921.35803188178,0.3333333,0.7104546,0.9275113,5708.28369347783,579,34.2279551473896,0,1150.02,0,0,2.4899557014375,2003,5708.28369347783,0,0,0.36,0.36,0,3.15,3.15,579,0.3333333,-0.148886626248191,-0.436700846071731,1.08969879337437,-0.125814786032682,0.737670745510535,1.59897683508129,-0.827094221157088,0.312953932856604,-0.20096553906284,-0.46689100930596,-0.317215936567091,0.307547880974966,0.325718603746846,0.895454545454546,22
"X150",1502050011,150,108214697,456.0678,0.9241164,2179.249,3940.66561988566,0.4444444,0.1814969,0.5471933,2509.51461622856,581,34.2283730957031,423.72,3645.36,0,0,43.196601674975,2003,2509.51461622856,0,0,7.47,7.47,0.09,65.7,65.61,581,0.4444444,0.0774874018420951,-1.0269124988223,0.950387109411754,-0.897348961261322,-1.06882113677897,0.375764976719728,-0.492591112310511,2.06884933140507,-0.0104439967340585,-0.466522772229707,-0.148929800708844,0.26248129247047,0.350593021053799,3.58181818181818,35
